ID;Maschine;Datum;Uhrzeit;Drehzahl;Leistungsaufnahme;Vibration;Lautstaerke;Temperatur;FehlerID;Produktionsprogramm;SollMenge;IstMenge;Ausschuss
ABC105007;XL400_01;2018-01-02;17:43:30;100;18.527;0.162;74.934;100;0000;PP001;2350;2350;19
ABC105008;XL400_01;2018-01-02;17:44:00;100;18.638;0.003;75.104;100;0000;PP001;2350;2350;8
ABC105009;XL400_01;2018-01-02;17:44:30;100;18.453;-0.026;74.795;100;0000;PP001;2350;2350;1
ABC105010;XL400_01;2018-01-02;17:45:00;100;18.386;0.054;74.946;100;0000;PP001;2350;2350;9
ABC105011;XL400_01;2018-01-02;17:45:30;100;18.544;0.071;74.995;100;0000;PP001;2350;2350;9
ABC105012;XL400_01;2018-01-02;17:46:00;100;18.34;0.02;74.884;100;0000;PP001;2350;2350;3
ABC105013;XL400_01;2018-01-02;17:46:30;100;18.521;0.021;75.163;100;0000;PP001;2350;2350;12
ABC105014;XL400_01;2018-01-02;17:47:00;100;18.49;0.07;75.054;100;0000;PP001;2350;2350;18
ABC105015;XL400_01;2018-01-02;17:47:30;100;18.692;-0.13;75.192;100;0000;PP001;2350;2350;17
ABC105016;XL400_01;2018-01-02;17:48:00;100;18.482;0.104;75.008;100;0000;PP001;2350;2350;13
ABC105017;XL400_01;2018-01-02;17:48:30;100;18.658;-0.018;75.144;100;0000;PP001;2350;2350;6
ABC105018;XL400_01;2018-01-02;17:49:00;100;18.624;0.022;75.055;100;0000;PP001;2350;2350;1
ABC105019;XL400_01;2018-01-02;17:49:30;100;18.562;-0.003;75.097;100;0000;PP001;2350;2350;12
ABC105020;XL400_01;2018-01-02;17:50:00;100;18.571;0.19;74.995;100;0000;PP001;2350;2350;3
ABC105021;XL400_01;2018-01-02;17:50:30;100;18.514;0.04;74.98;100;0000;PP001;2350;2350;11
ABC105022;XL400_01;2018-01-02;17:51:00;100;18.353;0.115;74.988;100;0000;PP001;2350;2350;11
ABC105023;XL400_01;2018-01-02;17:51:30;100;18.469;0.054;74.968;100;0000;PP001;2350;2350;10
ABC105024;XL400_01;2018-01-02;17:52:00;100;18.516;-0.06;75.069;100;0000;PP001;2350;2350;19
ABC105025;XL400_01;2018-01-02;17:52:30;100;18.468;0.058;75.093;100;0000;PP001;2350;2350;13
ABC105026;XL400_01;2018-01-02;17:53:00;100;18.317;-0.125;74.957;100;0000;PP001;2350;2350;9
ABC105027;XL400_01;2018-01-02;17:53:30;100;18.558;-0.022;74.837;100;0000;PP001;2350;2350;11
ABC105028;XL400_01;2018-01-02;17:54:00;100;18.481;-0.025;74.842;100;0000;PP001;2350;2350;4
ABC105029;XL400_01;2018-01-02;17:54:30;100;18.554;-0.028;75.133;100;0000;PP001;2350;2350;4
ABC105030;XL400_01;2018-01-02;17:55:00;100;18.539;0.127;75.15;100;0000;PP001;2350;2350;0
ABC105031;XL400_01;2018-01-02;17:55:30;100;18.538;0.013;74.98;100;0000;PP001;2350;2350;2
ABC105032;XL400_01;2018-01-02;17:56:00;100;18.437;0.052;75.089;100;0000;PP001;2350;2350;3
ABC105033;XL400_01;2018-01-02;17:56:30;100;18.341;0.002;74.953;100;0000;PP001;2350;2350;15
ABC105034;XL400_01;2018-01-02;17:57:00;100;18.519;0.102;74.949;100;0000;PP001;2350;2350;17
ABC105035;XL400_01;2018-01-02;17:57:30;100;18.371;-0.131;75.019;100;0000;PP001;2350;2350;8
ABC105036;XL400_01;2018-01-02;17:58:00;100;18.623;-0.282;75.059;100;0000;PP001;2350;2350;7
ABC105037;XL400_01;2018-01-02;17:58:30;100;18.629;-0.079;74.951;100;0000;PP001;2350;2350;6
ABC105038;XL400_01;2018-01-02;17:59:00;100;18.394;-0.039;75.108;100;0000;PP001;2350;2350;16
ABC105039;XL400_01;2018-01-02;17:59:30;100;18.545;0.189;75.144;100;0000;PP001;2350;2350;2
ABC105040;XL400_01;2018-01-02;18:00:00;100;18.409;-0.016;74.792;100;0000;PP001;2350;2350;14
ABC105041;XL400_01;2018-01-02;18:00:30;100;18.425;-0.167;74.957;100;0000;PP001;2350;2350;7
ABC105042;XL400_01;2018-01-02;18:01:00;100;18.495;0.005;75.106;100;0000;PP001;2350;2350;3
ABC105043;XL400_01;2018-01-02;18:01:30;100;18.46;-0.043;74.953;100;0000;PP001;2350;2350;11
ABC105044;XL400_01;2018-01-02;18:02:00;100;18.39;-0.2;75.115;100;0000;PP001;2350;2350;14
ABC105045;XL400_01;2018-01-02;18:02:30;100;18.624;-0.134;74.932;100;0000;PP001;2350;2350;15
ABC105046;XL400_01;2018-01-02;18:03:00;100;18.63;-0.149;74.984;100;0000;PP001;2350;2350;12
ABC105047;XL400_01;2018-01-02;18:03:30;100;18.563;-0.027;74.989;100;0000;PP001;2350;2350;12
ABC105048;XL400_01;2018-01-02;18:04:00;100;18.675;-0.034;75.028;100;0000;PP001;2350;2350;16
ABC105049;XL400_01;2018-01-02;18:04:30;100;18.545;0.031;74.906;100;0000;PP001;2350;2350;12
ABC105050;XL400_01;2018-01-02;18:05:00;100;18.594;0.124;75.084;100;0000;PP001;2350;2350;3
ABC105051;XL400_01;2018-01-02;18:05:30;100;18.505;0.074;74.835;100;0000;PP001;2350;2350;16
ABC105052;XL400_01;2018-01-02;18:06:00;100;18.457;-0.002;74.999;100;0000;PP001;2350;2350;8
ABC105053;XL400_01;2018-01-02;18:06:30;100;18.569;-0.011;75.257;100;0000;PP001;2350;2350;16
ABC105054;XL400_01;2018-01-02;18:07:00;100;18.359;0.015;74.861;100;0000;PP001;2350;2350;2
ABC105055;XL400_01;2018-01-02;18:07:30;100;18.521;-0.153;74.985;100;0000;PP001;2350;2350;13
ABC105056;XL400_01;2018-01-02;18:08:00;100;18.628;0.071;75.146;100;0000;PP001;2350;2350;5
ABC105057;XL400_01;2018-01-02;18:08:30;100;18.581;-0.096;75.079;100;0000;PP001;2350;2350;6
ABC105058;XL400_01;2018-01-02;18:09:00;100;18.497;0.047;74.903;100;0000;PP001;2350;2350;8
ABC105059;XL400_01;2018-01-02;18:09:30;100;18.606;-0.059;75.036;100;0000;PP001;2350;2350;17
ABC105060;XL400_01;2018-01-02;18:10:00;100;18.546;-0.258;74.926;100;0000;PP001;2350;2350;7
ABC105061;XL400_01;2018-01-02;18:10:30;100;18.614;-0.024;74.9;100;0000;PP001;2350;2350;13
ABC105062;XL400_01;2018-01-02;18:11:00;100;18.371;-0.077;75.056;100;0000;PP001;2350;2350;3
ABC105063;XL400_01;2018-01-02;18:11:30;100;18.64;0.058;74.951;100;0000;PP001;2350;2350;3
ABC105064;XL400_01;2018-01-02;18:12:00;100;18.416;0.091;75.008;100;0000;PP001;2350;2350;12
ABC105065;XL400_01;2018-01-02;18:12:30;100;18.455;0.088;75.058;100;0000;PP001;2350;2350;4
ABC105066;XL400_01;2018-01-02;18:13:00;100;18.557;0.041;74.944;100;0000;PP001;2350;2350;11
ABC105067;XL400_01;2018-01-02;18:13:30;100;18.462;0.143;75.165;100;0000;PP001;2350;2350;12
ABC105068;XL400_01;2018-01-02;18:14:00;100;18.518;0.242;75.096;100;0000;PP001;2350;2350;10
ABC105069;XL400_01;2018-01-02;18:14:30;100;18.447;-0.069;75.05;100;0000;PP001;2350;2350;3
ABC105070;XL400_01;2018-01-02;18:15:00;100;18.444;0.184;74.879;100;0000;PP001;2350;2350;17
ABC105071;XL400_01;2018-01-02;18:15:30;100;18.423;0.073;74.976;100;0000;PP001;2350;2350;18
ABC105072;XL400_01;2018-01-02;18:16:00;100;18.585;0.05;74.911;100;0000;PP001;2350;2350;17
ABC105073;XL400_01;2018-01-02;18:16:30;100;18.672;0.013;75.116;100;0000;PP001;2350;2350;7
ABC105074;XL400_01;2018-01-02;18:17:00;100;18.465;0.068;74.823;100;0000;PP001;2350;2350;5
ABC105075;XL400_01;2018-01-02;18:17:30;100;18.429;-0.094;74.873;100;0000;PP001;2350;2350;3
ABC105076;XL400_01;2018-01-02;18:18:00;100;18.553;0.085;75.144;100;0000;PP001;2350;2350;2
ABC105077;XL400_01;2018-01-02;18:18:30;100;18.617;0.113;74.987;100;0000;PP001;2350;2350;16
ABC105078;XL400_01;2018-01-02;18:19:00;100;18.434;0.113;75.162;100;0000;PP001;2350;2350;1
ABC105079;XL400_01;2018-01-02;18:19:30;100;18.466;-0.234;75.129;100;0000;PP001;2350;2350;6
ABC105080;XL400_01;2018-01-02;18:20:00;100;18.486;0.108;75.122;100;0000;PP001;2350;2350;1
ABC105081;XL400_01;2018-01-02;18:20:30;100;18.401;-0.189;75.111;100;0000;PP001;2350;2350;19
ABC105082;XL400_01;2018-01-02;18:21:00;100;18.508;-0.065;75.075;100;0000;PP001;2350;2350;12
ABC105083;XL400_01;2018-01-02;18:21:30;100;18.313;0.011;74.738;100;0000;PP001;2350;2350;6
ABC105084;XL400_01;2018-01-02;18:22:00;100;18.435;0.08;75.192;100;0000;PP001;2350;2350;19
ABC105085;XL400_01;2018-01-02;18:22:30;100;18.511;0.003;74.93;100;0000;PP001;2350;2350;13
ABC105086;XL400_01;2018-01-02;18:23:00;100;18.388;-0.062;75.063;100;0000;PP001;2350;2350;9
ABC105087;XL400_01;2018-01-02;18:23:30;100;18.531;-0.065;74.987;100;0000;PP001;2350;2350;13
ABC105088;XL400_01;2018-01-02;18:24:00;100;18.403;0.137;74.942;100;0000;PP001;2350;2350;17
ABC105089;XL400_01;2018-01-02;18:24:30;100;18.315;-0.021;75.053;100;0000;PP001;2350;2350;15
ABC105090;XL400_01;2018-01-02;18:25:00;100;18.604;0.002;74.982;100;0000;PP001;2350;2350;14
ABC105091;XL400_01;2018-01-02;18:25:30;100;18.719;0.037;74.955;100;0000;PP001;2350;2350;10
ABC105092;XL400_01;2018-01-02;18:26:00;100;18.44;0.056;75.055;100;0000;PP001;2350;2350;11
ABC105093;XL400_01;2018-01-02;18:26:30;100;18.457;-0.136;74.889;100;0000;PP001;2350;2350;11
ABC105094;XL400_01;2018-01-02;18:27:00;100;18.601;-0.009;75.075;100;0000;PP001;2350;2350;16
ABC105095;XL400_01;2018-01-02;18:27:30;100;18.275;-0.022;75.232;100;0000;PP001;2350;2350;10
ABC105096;XL400_01;2018-01-02;18:28:00;100;18.563;-0.07;74.967;100;0000;PP001;2350;2350;17
ABC105097;XL400_01;2018-01-02;18:28:30;100;18.622;0.021;75.121;100;0000;PP001;2350;2350;4
ABC105098;XL400_01;2018-01-02;18:29:00;100;18.421;0.072;75.007;100;0000;PP001;2350;2350;17
ABC105099;XL400_01;2018-01-02;18:29:30;100;18.629;0.034;75.083;100;0000;PP001;2350;2350;0
ABC105100;XL400_01;2018-01-02;18:30:00;100;18.519;-0.044;74.96;100;0000;PP001;2350;2350;2
ABC105101;XL400_01;2018-01-02;18:30:30;100;18.383;0.075;75.035;100;0000;PP001;2350;2350;3
ABC105102;XL400_01;2018-01-02;18:31:00;100;18.459;0.076;75.23;100;0000;PP001;2350;2350;18
ABC105103;XL400_01;2018-01-02;18:31:30;100;18.581;-0.212;75.208;100;0000;PP001;2350;2350;14
ABC105104;XL400_01;2018-01-02;18:32:00;100;18.61;0.235;74.9;100;0000;PP001;2350;2350;0
ABC105105;XL400_01;2018-01-02;18:32:30;100;18.539;0.035;75.106;100;0000;PP001;2350;2350;1
ABC105106;XL400_01;2018-01-02;18:33:00;100;18.422;-0.102;75.09;100;0000;PP001;2350;2350;7
ABC105107;XL400_01;2018-01-02;18:33:30;100;18.435;-0.105;75.046;100;0000;PP001;2350;2350;8
ABC105108;XL400_01;2018-01-02;18:34:00;100;18.492;0.112;75.182;100;0000;PP001;2350;2350;17
ABC105109;XL400_01;2018-01-02;18:34:30;100;18.646;0.016;74.899;100;0000;PP001;2350;2350;13
ABC105110;XL400_01;2018-01-02;18:35:00;100;18.496;-0.029;75.043;100;0000;PP001;2350;2350;18
ABC105111;XL400_01;2018-01-02;18:35:30;100;18.438;-0.003;75.015;100;0000;PP001;2350;2350;14
ABC105112;XL400_01;2018-01-02;18:36:00;100;18.425;-0.101;75.048;100;0000;PP001;2350;2350;7
ABC105113;XL400_01;2018-01-02;18:36:30;100;18.464;-0.161;75.133;100;0000;PP001;2350;2350;19
ABC105114;XL400_01;2018-01-02;18:37:00;100;18.542;0.009;74.938;100;0000;PP001;2350;2350;10
ABC105115;XL400_01;2018-01-02;18:37:30;100;18.666;0.004;75.021;100;0000;PP001;2350;2350;19
ABC105116;XL400_01;2018-01-02;18:38:00;100;18.571;-0.092;74.972;100;0000;PP001;2350;2350;5
ABC105117;XL400_01;2018-01-02;18:38:30;100;18.496;0.088;74.943;100;0000;PP001;2350;2350;2
ABC105118;XL400_01;2018-01-02;18:39:00;100;18.64;-0.07;75.1;100;0000;PP001;2350;2350;1
ABC105119;XL400_01;2018-01-02;18:39:30;100;18.536;-0.086;75.093;100;0000;PP001;2350;2350;17
ABC105120;XL400_01;2018-01-02;18:40:00;100;18.449;-0.113;75.034;100;0000;PP001;2350;2350;7
ABC105121;XL400_01;2018-01-02;18:40:30;100;18.283;-0.115;75.045;100;0000;PP001;2350;2350;6
ABC105122;XL400_01;2018-01-02;18:41:00;100;18.551;-0.146;74.826;100;0000;PP001;2350;2350;2
ABC105123;XL400_01;2018-01-02;18:41:30;100;18.558;0.196;74.811;100;0000;PP001;2350;2350;15
ABC105124;XL400_01;2018-01-02;18:42:00;100;18.572;-0.087;75.037;100;0000;PP001;2350;2350;7
ABC105125;XL400_01;2018-01-02;18:42:30;100;18.434;-0.0;74.955;100;0000;PP001;2350;2350;18
ABC105126;XL400_01;2018-01-02;18:43:00;100;18.451;-0.04;75.014;100;0000;PP001;2350;2350;2
ABC105127;XL400_01;2018-01-02;18:43:30;100;18.403;-0.058;75.203;100;0000;PP001;2350;2350;11
ABC105128;XL400_01;2018-01-02;18:44:00;100;18.542;0.044;75.05;100;0000;PP001;2350;2350;3
ABC105129;XL400_01;2018-01-02;18:44:30;100;18.454;-0.149;75.014;100;0000;PP001;2350;2350;15
ABC105130;XL400_01;2018-01-02;18:45:00;100;18.506;0.178;75.038;100;0000;PP001;2350;2350;19
ABC105131;XL400_01;2018-01-02;18:45:30;100;18.547;-0.266;75.007;100;0000;PP001;2350;2350;4
ABC105132;XL400_01;2018-01-02;18:46:00;100;18.532;0.104;75.104;100;0000;PP001;2350;2350;0
ABC105133;XL400_01;2018-01-02;18:46:30;100;18.459;0.099;75.009;100;0000;PP001;2350;2350;15
ABC105134;XL400_01;2018-01-02;18:47:00;100;18.398;-0.209;75.02;100;0000;PP001;2350;2350;4
ABC105135;XL400_01;2018-01-02;18:47:30;100;18.443;-0.072;74.918;100;0000;PP001;2350;2350;18
ABC105136;XL400_01;2018-01-02;18:48:00;100;18.401;-0.016;74.988;100;0000;PP001;2350;2350;16
ABC105137;XL400_01;2018-01-02;18:48:30;100;18.563;-0.148;75.041;100;0000;PP001;2350;2350;0
ABC105138;XL400_01;2018-01-02;18:49:00;100;18.533;-0.045;75.023;100;0000;PP001;2350;2350;14
ABC105139;XL400_01;2018-01-02;18:49:30;100;18.422;0.149;74.879;100;0000;PP001;2350;2350;8
ABC105140;XL400_01;2018-01-02;18:50:00;100;18.488;0.007;74.794;100;0000;PP001;2350;2350;4
ABC105141;XL400_01;2018-01-02;18:50:30;100;18.547;-0.029;75.028;100;0000;PP001;2350;2350;16
ABC105142;XL400_01;2018-01-02;18:51:00;100;18.492;0.022;74.965;100;0000;PP001;2350;2350;4
ABC105143;XL400_01;2018-01-02;18:51:30;100;18.693;0.099;74.966;100;0000;PP001;2350;2350;1
ABC105144;XL400_01;2018-01-02;18:52:00;100;18.468;0.153;75.003;100;0000;PP001;2350;2350;9
ABC105145;XL400_01;2018-01-02;18:52:30;100;18.604;-0.0;75.02;100;0000;PP001;2350;2350;8
ABC105146;XL400_01;2018-01-02;18:53:00;100;18.731;0.014;75.159;100;0000;PP001;2350;2350;10
ABC105147;XL400_01;2018-01-02;18:53:30;100;18.59;-0.153;74.976;100;0000;PP001;2350;2350;14
ABC105148;XL400_01;2018-01-02;18:54:00;100;18.506;0.009;74.984;100;0000;PP001;2350;2350;19
ABC105149;XL400_01;2018-01-02;18:54:30;100;18.462;0.145;74.944;100;0000;PP001;2350;2350;10
ABC105150;XL400_01;2018-01-02;18:55:00;100;18.435;0.097;75.009;100;0000;PP001;2350;2350;6
ABC105151;XL400_01;2018-01-02;18:55:30;100;18.676;-0.039;75.26;100;0000;PP001;2350;2350;7
ABC105152;XL400_01;2018-01-02;18:56:00;100;18.383;-0.213;75.117;100;0000;PP001;2350;2350;10
ABC105153;XL400_01;2018-01-02;18:56:30;100;18.367;0.058;74.988;100;0000;PP001;2350;2350;0
ABC105154;XL400_01;2018-01-02;18:57:00;100;18.581;-0.095;75.121;100;0000;PP001;2350;2350;10
ABC105155;XL400_01;2018-01-02;18:57:30;100;18.543;0.004;75.046;100;0000;PP001;2350;2350;1
ABC105156;XL400_01;2018-01-02;18:58:00;100;18.558;0.046;75.112;100;0000;PP001;2350;2350;0
ABC105157;XL400_01;2018-01-02;18:58:30;100;18.515;-0.067;74.991;100;0000;PP001;2350;2350;15
ABC105158;XL400_01;2018-01-02;18:59:00;100;18.42;0.107;75.126;100;0000;PP001;2350;2350;9
ABC105159;XL400_01;2018-01-02;18:59:30;100;18.396;-0.037;74.986;100;0000;PP001;2350;2350;18
ABC105160;XL400_01;2018-01-02;19:00:00;100;18.412;0.137;74.946;100;0000;PP001;2350;2350;3
ABC105161;XL400_01;2018-01-02;19:00:30;100;18.441;-0.076;74.904;100;0000;PP001;2350;2350;14
ABC105162;XL400_01;2018-01-02;19:01:00;100;18.506;-0.031;75.004;100;0000;PP001;2350;2350;13
ABC105163;XL400_01;2018-01-02;19:01:30;100;18.497;-0.095;74.833;100;0000;PP001;2350;2350;0
ABC105164;XL400_01;2018-01-02;19:02:00;100;18.508;-0.015;74.964;100;0000;PP001;2350;2350;7
ABC105165;XL400_01;2018-01-02;19:02:30;100;18.547;0.072;75.106;100;0000;PP001;2350;2350;9
ABC105166;XL400_01;2018-01-02;19:03:00;100;18.589;-0.05;74.882;100;0000;PP001;2350;2350;17
ABC105167;XL400_01;2018-01-02;19:03:30;100;18.41;0.081;74.867;100;0000;PP001;2350;2350;17
ABC105168;XL400_01;2018-01-02;19:04:00;100;18.531;0.163;74.854;100;0000;PP001;2350;2350;4
ABC105169;XL400_01;2018-01-02;19:04:30;100;18.327;0.344;74.953;100;0000;PP001;2350;2350;17
ABC105170;XL400_01;2018-01-02;19:05:00;100;18.376;-0.052;74.949;100;0000;PP001;2350;2350;19
ABC105171;XL400_01;2018-01-02;19:05:30;100;18.657;-0.011;74.927;100;0000;PP001;2350;2350;11
ABC105172;XL400_01;2018-01-02;19:06:00;100;18.701;-0.202;74.948;100;0000;PP001;2350;2350;12
ABC105173;XL400_01;2018-01-02;19:06:30;100;18.543;0.1;75.004;100;0000;PP001;2350;2350;15
ABC105174;XL400_01;2018-01-02;19:07:00;100;18.375;0.126;74.985;100;0000;PP001;2350;2350;7
ABC105175;XL400_01;2018-01-02;19:07:30;100;18.573;-0.079;75.116;100;0000;PP001;2350;2350;10
ABC105176;XL400_01;2018-01-02;19:08:00;100;18.479;0.111;74.993;100;0000;PP001;2350;2350;8
ABC105177;XL400_01;2018-01-02;19:08:30;100;18.511;0.045;75.011;100;0000;PP001;2350;2350;3
ABC105178;XL400_01;2018-01-02;19:09:00;100;18.472;-0.121;74.764;100;0000;PP001;2350;2350;8
ABC105179;XL400_01;2018-01-02;19:09:30;100;18.477;-0.109;74.98;100;0000;PP001;2350;2350;5
ABC105180;XL400_01;2018-01-02;19:10:00;100;18.463;-0.013;75.055;100;0000;PP001;2350;2350;10
ABC105181;XL400_01;2018-01-02;19:10:30;100;18.481;0.106;75.075;100;0000;PP001;2350;2350;0
ABC105182;XL400_01;2018-01-02;19:11:00;100;18.324;-0.033;74.95;100;0000;PP001;2350;2350;7
ABC105183;XL400_01;2018-01-02;19:11:30;100;18.474;0.013;74.951;100;0000;PP001;2350;2350;10
ABC105184;XL400_01;2018-01-02;19:12:00;100;18.618;0.129;75.019;100;0000;PP001;2350;2350;18
ABC105185;XL400_01;2018-01-02;19:12:30;100;18.628;0.081;75.106;100;0000;PP001;2350;2350;0
ABC105186;XL400_01;2018-01-02;19:13:00;100;18.406;-0.076;75.099;100;0000;PP001;2350;2350;7
ABC105187;XL400_01;2018-01-02;19:13:30;100;18.486;0.163;74.924;100;0000;PP001;2350;2350;15
ABC105188;XL400_01;2018-01-02;19:14:00;100;18.579;-0.054;74.854;100;0000;PP001;2350;2350;3
ABC105189;XL400_01;2018-01-02;19:14:30;100;18.615;-0.044;75.017;100;0000;PP001;2350;2350;15
ABC105190;XL400_01;2018-01-02;19:15:00;100;18.517;0.047;75.06;100;0000;PP001;2350;2350;3
ABC105191;XL400_01;2018-01-02;19:15:30;100;18.613;-0.084;75.023;100;0000;PP001;2350;2350;3
ABC105192;XL400_01;2018-01-02;19:16:00;100;18.572;-0.014;74.986;100;0000;PP001;2350;2350;8
ABC105193;XL400_01;2018-01-02;19:16:30;100;18.33;-0.337;75.139;100;0000;PP001;2350;2350;12
ABC105194;XL400_01;2018-01-02;19:17:00;100;18.543;-0.039;75.011;100;0000;PP001;2350;2350;7
ABC105195;XL400_01;2018-01-02;19:17:30;100;18.492;0.105;75.087;100;0000;PP001;2350;2350;0
ABC105196;XL400_01;2018-01-02;19:18:00;100;18.521;-0.015;74.849;100;0000;PP001;2350;2350;1
ABC105197;XL400_01;2018-01-02;19:18:30;100;18.567;0.183;74.93;100;0000;PP001;2350;2350;18
ABC105198;XL400_01;2018-01-02;19:19:00;100;18.521;0.04;74.924;100;0000;PP001;2350;2350;8
ABC105199;XL400_01;2018-01-02;19:19:30;100;18.418;-0.011;74.972;100;0000;PP001;2350;2350;10
ABC105200;XL400_01;2018-01-02;19:20:00;100;18.635;-0.073;75.034;100;0000;PP001;2350;2350;14
ABC105201;XL400_01;2018-01-02;19:20:30;100;18.56;0.081;74.915;100;0000;PP001;2350;2350;0
ABC105202;XL400_01;2018-01-02;19:21:00;100;18.531;0.012;74.973;100;0000;PP001;2350;2350;9
ABC105203;XL400_01;2018-01-02;19:21:30;100;18.471;0.146;75.149;100;0000;PP001;2350;2350;9
ABC105204;XL400_01;2018-01-02;19:22:00;100;18.452;-0.186;74.941;100;0000;PP001;2350;2350;6
ABC105205;XL400_01;2018-01-02;19:22:30;100;18.518;-0.078;74.986;100;0000;PP001;2350;2350;13
ABC105206;XL400_01;2018-01-02;19:23:00;100;18.509;0.052;74.992;100;0000;PP001;2350;2350;13
ABC105207;XL400_01;2018-01-02;19:23:30;100;18.483;0.192;75.067;100;0000;PP001;2350;2350;14
ABC105208;XL400_01;2018-01-02;19:24:00;100;18.449;0.201;74.919;100;0000;PP001;2350;2350;3
ABC105209;XL400_01;2018-01-02;19:24:30;100;18.628;0.018;74.849;100;0000;PP001;2350;2350;2
ABC105210;XL400_01;2018-01-02;19:25:00;100;18.37;0.248;75.135;100;0000;PP001;2350;2350;7
ABC105211;XL400_01;2018-01-02;19:25:30;100;18.591;-0.189;74.938;100;0000;PP001;2350;2350;0
ABC105212;XL400_01;2018-01-02;19:26:00;100;18.575;0.141;74.989;100;0000;PP001;2350;2350;3
ABC105213;XL400_01;2018-01-02;19:26:30;100;18.48;-0.076;75.074;100;0000;PP001;2350;2350;3
ABC105214;XL400_01;2018-01-02;19:27:00;100;18.626;-0.023;74.809;100;0000;PP001;2350;2350;8
ABC105215;XL400_01;2018-01-02;19:27:30;100;18.502;0.001;75.068;100;0000;PP001;2350;2350;5
ABC105216;XL400_01;2018-01-02;19:28:00;100;18.645;0.023;75.032;100;0000;PP001;2350;2350;3
ABC105217;XL400_01;2018-01-02;19:28:30;100;18.305;0.075;75.197;100;0000;PP001;2350;2350;16
ABC105218;XL400_01;2018-01-02;19:29:00;100;18.464;0.08;74.937;100;0000;PP001;2350;2350;0
ABC105219;XL400_01;2018-01-02;19:29:30;100;18.508;-0.013;75.024;100;0000;PP001;2350;2350;0
ABC105220;XL400_01;2018-01-02;19:30:00;100;18.532;-0.203;75.04;100;0000;PP001;2350;2350;1
ABC105221;XL400_01;2018-01-02;19:30:30;100;18.2;-0.046;74.921;100;0000;PP001;2350;2350;3
ABC105222;XL400_01;2018-01-02;19:31:00;100;18.629;0.081;74.883;100;0000;PP001;2350;2350;8
ABC105223;XL400_01;2018-01-02;19:31:30;100;18.636;-0.09;75.138;100;0000;PP001;2350;2350;19
ABC105224;XL400_01;2018-01-02;19:32:00;100;18.573;0.04;74.924;100;0000;PP001;2350;2350;19
ABC105225;XL400_01;2018-01-02;19:32:30;100;18.582;-0.115;74.954;100;0000;PP001;2350;2350;18
ABC105226;XL400_01;2018-01-02;19:33:00;100;18.597;-0.187;75.139;100;0000;PP001;2350;2350;4
ABC105227;XL400_01;2018-01-02;19:33:30;100;18.545;0.064;75.08;100;0000;PP001;2350;2350;12
ABC105228;XL400_01;2018-01-02;19:34:00;100;18.374;-0.029;75.084;100;0000;PP001;2350;2350;17
ABC105229;XL400_01;2018-01-02;19:34:30;100;18.641;0.004;74.893;100;0000;PP001;2350;2350;9
ABC105230;XL400_01;2018-01-02;19:35:00;100;18.589;0.11;74.965;100;0000;PP001;2350;2350;1
ABC105231;XL400_01;2018-01-02;19:35:30;100;18.577;0.071;74.992;100;0000;PP001;2350;2350;10
ABC105232;XL400_01;2018-01-02;19:36:00;100;18.416;-0.081;75.128;100;0000;PP001;2350;2350;14
ABC105233;XL400_01;2018-01-02;19:36:30;100;18.431;0.109;74.884;100;0000;PP001;2350;2350;7
ABC105234;XL400_01;2018-01-02;19:37:00;100;18.566;-0.024;74.939;100;0000;PP001;2350;2350;19
ABC105235;XL400_01;2018-01-02;19:37:30;100;18.461;0.048;74.9;100;0000;PP001;2350;2350;4
ABC105236;XL400_01;2018-01-02;19:38:00;100;18.597;0.082;75.112;100;0000;PP001;2350;2350;14
ABC105237;XL400_01;2018-01-02;19:38:30;100;18.432;0.168;75.087;100;0000;PP001;2350;2350;8
ABC105238;XL400_01;2018-01-02;19:39:00;100;18.445;0.1;75.065;100;0000;PP001;2350;2350;14
ABC105239;XL400_01;2018-01-02;19:39:30;100;18.375;-0.056;74.863;100;0000;PP001;2350;2350;10
ABC105240;XL400_01;2018-01-02;19:40:00;100;18.488;0.09;74.92;100;0000;PP001;2350;2350;7
ABC105241;XL400_01;2018-01-02;19:40:30;100;18.287;0.002;74.929;100;0000;PP001;2350;2350;15
ABC105242;XL400_01;2018-01-02;19:41:00;100;18.615;0.043;75.089;100;0000;PP001;2350;2350;14
ABC105243;XL400_01;2018-01-02;19:41:30;100;18.517;-0.107;74.854;100;0000;PP001;2350;2350;15
ABC105244;XL400_01;2018-01-02;19:42:00;100;18.48;-0.012;75.072;100;0000;PP001;2350;2350;13
ABC105245;XL400_01;2018-01-02;19:42:30;100;18.581;-0.113;74.996;100;0000;PP001;2350;2350;2
ABC105246;XL400_01;2018-01-02;19:43:00;100;18.544;0.005;75.181;100;0000;PP001;2350;2350;17
ABC105247;XL400_01;2018-01-02;19:43:30;100;18.446;0.143;74.953;100;0000;PP001;2350;2350;7
ABC105248;XL400_01;2018-01-02;19:44:00;100;18.525;0.213;74.878;100;0000;PP001;2350;2350;11
ABC105249;XL400_01;2018-01-02;19:44:30;100;18.192;0.005;74.997;100;0000;PP001;2350;2350;16
ABC105250;XL400_01;2018-01-02;19:45:00;100;18.405;0.061;74.976;100;0000;PP001;2350;2350;10
ABC105251;XL400_01;2018-01-02;19:45:30;100;18.37;0.043;74.724;100;0000;PP001;2350;2350;16
ABC105252;XL400_01;2018-01-02;19:46:00;100;18.597;-0.028;74.874;100;0000;PP001;2350;2350;2
